continent,total_cases
Asia,43403
Asia,43628
Asia,43851
Asia,44228
Asia,44443
Asia,44503
Asia,44706
Asia,44988
Asia,45278
Asia,45490
Asia,45716
Asia,45839
Asia,45966
Asia,46215
Asia,46498
Asia,46717
Asia,46980
Asia,47258
Asia,47388
Asia,47641
Asia,47901
Asia,48136
Asia,48366
Asia,48540
Asia,48753
Asia,48826
Asia,48952
Asia,49273
Asia,49484
Asia,49703
Asia,49927
Asia,50202
Asia,50456
Asia,50536
Asia,50678
Asia,50888
Asia,51070
Asia,51357
Asia,51595
Asia,51764
Asia,51848
Asia,52007
Asia,52147
Asia,52330
Asia,52330
Asia,52513
Asia,52586
Asia,52709
Asia,52909
Asia,53011
Asia,53105
Asia,53207
Asia,53332
Asia,53400
Asia,53489
Asia,53538
Asia,53584
Asia,53690
Asia,53775
Asia,53831
Asia,53938
Asia,53984
Asia,54062
Asia,54141
Asia,54278
Asia,54403
Asia,54483
Asia,54559
Asia,54595
Asia,54672
Asia,54750
Asia,54854
Asia,54891
Asia,54939
Asia,55008
Asia,55023
Asia,55059
Asia,55121
Asia,55174
Asia,55231
Asia,55265
Asia,55330
Asia,55335
Asia,55359
Asia,55384
Asia,55402
Asia,55420
Asia,55445
Asia,55473
Asia,55492
Asia,55514
Asia,55518
Asia,55540
Asia,55557
Asia,55575
Asia,55580
Asia,55604
Asia,55617
Asia,55646
Asia,55664
Asia,55680
Asia,55696
Asia,55707
Asia,55714
Asia,55733
Asia,55759
Asia,55770
Asia,55775
Asia,55827
Asia,55840
Asia,55847
Asia,55876
Asia,55876
Asia,55894
Asia,55917
Asia,55959
Asia,55959
Asia,55985
Asia,55985
Asia,55995
Asia,56016
Asia,56044
Asia,56069
Asia,56093
Asia,56103
Asia,56153
Asia,56177
Asia,56192
Asia,56226
Asia,56254
Asia,56290
Asia,56294
Asia,56322
Asia,56384
Asia,56454
Asia,56517
Asia,56572
Asia,56595
Asia,56676
Asia,56717
Asia,56779
Asia,56873
Asia,56943
Asia,57019
Asia,57144
Asia,57160
Asia,57242
Asia,57364
Asia,57492
Asia,57534
Asia,57612
Asia,57721
Asia,57793
Asia,57898
Asia,58037
Asia,58214
Asia,58312
Asia,58542
Asia,58730
Asia,58843
Asia,59015
Asia,59225
Asia,59370
Asia,59576
Asia,59745
Asia,59939
Asia,60122
Asia,60300
Asia,60563
Asia,60797
Asia,61162
Asia,61455
Asia,61755
Asia,61842
Asia,62063
Asia,62403
Asia,62718
Asia,63045
Asia,63355
Asia,63412
Asia,63484
Asia,63598
Asia,63819
Asia,64122
Asia,64575
Asia,65080
Asia,65486
Asia,65728
Asia,66275
Asia,66903
Asia,67743
Asia,68366
Asia,69130
Asia,70111
Asia,70761
Asia,71838
Asia,72977
Asia,74026
Asia,75119
Asia,76628
Asia,77963
Asia,79224
Asia,80841
Asia,82326
Asia,84050
Asia,85892
Asia,87716
Asia,88740
Asia,89861
Asia,91458
Asia,93272
Asia,93288
Asia,96531
Asia,98734
Asia,100521
Asia,101906
Asia,103902
Asia,105749
Asia,107957
Asia,109532
Asia,111592
Asia,113124
Asia,114220
Asia,115751
Asia,117158
Asia,118659
Asia,120216
Asia,122156
Asia,123485
Asia,124748
Asia,125937
Asia,127464
Asia,129021
Asia,130113
Asia,131586
Asia,132777
Asia,133578
Asia,134653
Asia,135889
Asia,136643
Asia,137853
Asia,139051
Asia,140224
Asia,140602
Asia,141499
Asia,142414
Asia,142762
Asia,143183
Asia,143439
Asia,143666
Asia,143871
Asia,144285
Asia,145008
Asia,145552
Asia,145996
Asia,146523
Asia,147154
Asia,147501
Asia,147985
Asia,148572
Asia,148933
Asia,149361
Asia,149810
Asia,150240
Asia,150458
Asia,150778
Asia,151013
Asia,151291
Asia,151563
Asia,151770
Asia,151941
Asia,152033
Asia,152142
Asia,152243
Asia,152363
Asia,152411
Asia,152448
Asia,152497
Asia,152511
Asia,152583
Asia,152660
Asia,152722
Asia,152822
Asia,152960
Asia,153007
Asia,153033
Asia,153148
Asia,153220
Asia,153260
Asia,153306
Asia,153375
Asia,153395
Asia,153423
Asia,153534
Asia,153626
Asia,153736
Asia,153840
Asia,153962
Asia,153982
Asia,153990
Asia,154094
Asia,154180
Asia,154283
Asia,154361
Asia,154487
Asia,154487
Asia,154487
Asia,154585
Asia,154712
Asia,154757
Asia,154800
Asia,154960
Asia,154960
Asia,154960
Asia,155072
Asia,155093
Asia,155128
Asia,155174
Asia,155191
Asia,155191
Asia,155191
Asia,155287
Asia,155309
Asia,155380
Asia,155429
Asia,155448
Asia,155466
Asia,155508
Asia,155540
Asia,155599
Asia,155627
Asia,155682
Asia,155688
Asia,155739
Asia,155764
Asia,155776
Asia,155801
Asia,155859
Asia,155891
Asia,155931
Asia,155940
Asia,155944
Asia,156040
Asia,156071
Asia,156124
Asia,156166
Asia,156196
Asia,156210
Asia,156250
Asia,156284
Asia,156307
Asia,156323
Asia,156363
Asia,156392
Asia,156397
Asia,156397
Asia,156397
Asia,156397
Asia,156414
Asia,156456
Asia,156487
Asia,156510
Asia,156552
Asia,156610
Asia,156649
Asia,156739
Asia,156739
Asia,156812
Asia,156864
Asia,156896
Asia,156911
Asia,157015
Asia,157032
Asia,157144
Asia,157171
Asia,157190
Asia,157218
Asia,157260
Asia,157289
Asia,157359
Asia,157387
Asia,157412
Asia,157431
Asia,157454
Asia,157499
Asia,157508
Asia,157542
Asia,157585
Asia,157603
Asia,157611
Asia,157633
Asia,157648
Asia,157660
Asia,157665
Asia,157725
Asia,157734
Asia,157745
Asia,157787
Asia,157797
Asia,157816
Asia,157841
Asia,157878
Asia,157887
Asia,157895
Asia,157951
Asia,157967
Asia,157998
Asia,158037
Asia,158056
Asia,158084
Asia,158107
Asia,158189
Asia,158183
Asia,158205
Asia,158245
Asia,158275
Asia,158300
Asia,158309
Asia,158381
Asia,158394
Asia,158471
Asia,158511
Asia,158602
Asia,158639
Asia,158678
Asia,158717
Asia,158826
Asia,158974
Asia,159070
Asia,159303
Asia,159516
Asia,159548
Asia,159649
Asia,159896
Asia,160252
Asia,160692
Asia,161004
Asia,161057
Asia,161290
Asia,162111
Asia,162926
Asia,163555
Asia,164190
Asia,164727
Asia,165358
Asia,165711
Asia,166191
Asia,166924
Asia,167739
Asia,168550
Asia,169448
Asia,169940
Asia,170152
Asia,170604
Asia,171246
Asia,171422
Asia,171519
Asia,171673
Asia,171857
Asia,171931
Asia,172205
Asia,172441
Asia,172716
Asia,172901
Asia,173047
Asia,173084
Asia,173146
Asia,173395
Asia,173659
Asia,173879
Asia,174073
Asia,174214
Asia,174214
Asia,174331
,
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,2.0
,2.0
,2.0
,3.0
,3.0
,4.0
,8.0
,11.0
,21.0
,24.0
,43.0
,43.0
,83.0
,91.0
,104.0
,118.0
,134.0
,176.0
,252.0
,317.0
,404.0
,492.0
,610.0
,788.0
,970.0
,1170.0
,1423.0
,1806.0
,2244.0
,2767.0
,3293.0
,3873.0
,4216.0
,4780.0
,5175.0
,5761.0
,6360.0
,7016.0
,7897.0
,8579.0
,9264.0
,9980.0
,10608.0
,11414.0
,12207.0
,12901.0
,13615.0
,14484.0
,15256.0
,16227.0
,17192.0
,18360.0
,19763.0
,21071.0
,22268.0
,23431.0
,24507.0
,25910.0
,27347.0
,29052.0
,30296.0
,31828.0
,33165.0
,34784.0
,36807.0
,38753.0
,40468.0
,42705.0
,44297.0
,46951.0
,48993.0
,51535.0
,54022.0
,57647.0
,60507.0
,63086.0
,66145.0
,69312.0
,72226.0
,75344.0
,78270.0
,81273.0
,84587.0
,88255.0
,91266.0
,95057.0
,99752.0
,103620.0
,107485.0
,111605.0
,115733.0
,119444.0
,124524.0
,129440.0
,135186.0
,141304.0
,146551.0
,152336.0
,157214.0
,162311.0
,169417.0
,176603.0
,183202.0
,189536.0
,196187.0
,202657.0
,209202.0
,216605.0
,224684.0
,232771.0
,241551.0
,251144.0
,258786.0
,267522.0
,275757.0
,285570.0
,296919.0
,306356.0
,315343.0
,324419.0
,335768.0
,347710.0
,359308.0
,371545.0
,382153.0
,393283.0
,404891.0
,418104.0
,432306.0
,447466.0
,462951.0
,476586.0
,490326.0
,507792.0
,522535.0
,541725.0
,559430.0
,578216.0
,594933.0
,611002.0
,625452.0
,643484.0
,663929.0
,683468.0
,702480.0
,721049.0
,736561.0
,750440.0
,770049.0
,788518.0
,810613.0
,828757.0
,847065.0
,860515.0
,874016.0
,891656.0
,909073.0
,928075.0
,944997.0
,957731.0
,968595.0
,978515.0
,993874.0
,1008204.0
,1021693.0
,1035915.0
,1048272.0
,1057404.0
,1065279.0
,1074535.0
,1084940.0
,1097484.0
,1109296.0
,1119254.0
,1128106.0
,1136758.0
,1147648.0
,1158260.0
,1168533.0
,1178966.0
,1188019.0
,1195531.0
,1203068.0
,1211924.0
,1220472.0
,1228581.0
,1236945.0
,1245415.0
,1252228.0
,1259391.0
,1268105.0
,1275851.0
,1284430.0
,1291822.0
,1299644.0
,1306517.0
,1314196.0
,1322490.0
,1330538.0
,1339233.0
,1346641.0
,1353386.0
,1359867.0
,1366423.0
,1373750.0
,1382352.0
,1390520.0
,1399248.0
,1407668.0
,1413814.0
,1420652.0
,1429378.0
,1437564.0
,1445542.0
,1451954.0
,1460322.0
,1465989.0
,1473500.0
,1481930.0
,1489195.0
,1498044.0
,1506872.0
,1514965.0
,1519672.0
,1526267.0
,1536821.0
,1547725.0
,1556288.0
,1569819.0
,1578797.0
,1584674.0
,1592514.0
,1604026.0
,1613133.0
,1623813.0
,1638080.0
,1646273.0
,1655958.0
,1665745.0
,1676224.0
,1687190.0
,1697608.0
,1709369.0
,1718465.0
,1729156.0
,1737828.0
,1749731.0
,1760797.0
,1774401.0
,1785475.0
,1795768.0
,1803344.0
,1814219.0
,1828228.0
,1843619.0
,1855337.0
,1870356.0
,1882860.0
,1891757.0
,1904921.0
,1918938.0
,1934695.0
,1949358.0
,1963445.0
,1976005.0
,1986322.0
,1999195.0
,2014480.0
,2028406.0
,2044150.0
,2057507.0
,2070302.0
,2080377.0
,2092881.0
,2107527.0
,2121460.0
,2137499.0
,2150900.0
,2163977.0
,2174318.0
,2185155.0
,2201566.0
,2217208.0
,2235176.0
,2249944.0
,2263420.0
,2274054.0
,2287309.0
,2306706.0
,2325841.0
,2344920.0
,2363057.0
,2379283.0
,2390688.0
,2408675.0
,2429803.0
,2450322.0
,2469642.0
,2490910.0
,2509336.0
,2526123.0
,2546110.0
,2571857.0
,2598902.0
,2624687.0
,2646070.0
,2664745.0
,2679944.0
,2700072.0
,2730665.0
,2760454.0
,2788203.0
,2811093.0
,2833088.0
,2854863.0
,2881708.0
,2917497.0
,2952934.0
,2989374.0
,3024446.0
,3056084.0
,3084082.0
,3110152.0
,3144213.0
,3178460.0
,3210018.0
,3237546.0
,3264174.0
,3286590.0
,3310074.0
,3338410.0
,3366360.0
,3392340.0
,3419704.0
,3439885.0
,3456519.0
,3475126.0
,3495987.0
,3516765.0
,3535971.0
,3553839.0
,3569601.0
,3582291.0
,3597115.0
,3612577.0
,3629043.0
,3644975.0
,3658315.0
,3670256.0
,3681607.0
,3692899.0
,3706026.0
,3717944.0
,3731845.0
,3742776.0
,3753191.0
,3763031.0
,3773025.0
,3785191.0
,3799239.0
,3810283.0
,3819822.0
,3829333.0
,3838352.0
,3846104.0
,3856590.0
,3868956.0
,3880035.0
,3887867.0
,3897281.0
,3906070.0
,3913621.0
,3924485.0
,3937063.0
,3945600.0
,3955555.0
,3964028.0
,3973315.0
,3981120.0
,3991541.0
,4006762.0
,4016631.0
,4026961.0
,4035519.0
,4044037.0
,4053080.0
,4064067.0
,4075369.0
,4087990.0
,4097237.0
,4106372.0
,4116081.0
,4124678.0
,4135500.0
,4148074.0
,4166506.0
,4176105.0
,4185014.0
,4194759.0
,4204543.0
,4217242.0
,4239521.0
,4252592.0
,4261395.0
,4270946.0
,4280169.0
,4289781.0
,4301440.0
,4318253.0
,4330814.0
,4340528.0
,4350270.0
,4360482.0
,4370255.0
,4384177.0
,4396821.0
,4408875.0
,4422234.0
,4431585.0
,4440334.0
,4450456.0
,4462323.0
,4474793.0
,4486858.0
,4497010.0
,4506469.0
,4513330.0
,4523129.0
,4532627.0
,4548225.0
,4557665.0
,4565640.0
,4571864.0
,4578772.0
,4586043.0
,4595670.0
,4608947.0
,4618317.0
,4624709.0
,4634434.0
,4641423.0
,4648679.0
,4657710.0
,4666348.0
,4674516.0
,4681507.0
,4688660.0
,4695989.0
,4706665.0
,4716849.0
,4728357.0
,4738523.0
,4748511.0
,4756650.0
,4765148.0
,4770971.0
,4785177.0
,4796870.0
,4809318.0
,4821185.0
,4827149.0
,4840335.0
,4850455.0
,4864277.0
,4879108.0
,4894045.0
,4906753.0
,4919482.0
,4930888.0
,4943882.0
,4962399.0
,4984142.0
,5004040.0
,5024899.0
,5041812.0
,5057434.0
,5077285.0
,5103584.0
,5130862.0
,5154967.0
,5178707.0
,5201715.0
,5225514.0
,5248270.0
,5281149.0
,5315211.0
,5350294.0
,5384903.0
,5412413.0
,5437341.0
,5465715.0
,5504517.0
,5547435.0
,5590594.0
,5634070.0
,5665813.0
,5694101.0
,5730971.0
,5775395.0
,5822709.0
,5869318.0
,5914784.0
,5950237.0
,5984742.0
,6023217.0
,6067426.0
,6116036.0
,6157434.0
,6196482.0
,6232495.0
,6262730.0
,6296298.0
,6329697.0
,6368329.0
,6399995.0
,6435571.0
,6468603.0
,6502405.0
,6533847.0
,6582471.0
,6630107.0
,6673130.0
,6709345.0
,6743555.0
,6777721.0
,6810425.0
,6855606.0
,6903415.0
,6945410.0
,6981729.0
,7015790.0
,7048967.0
,7083470.0
,7118075.0
,7164415.0
,7204894.0
,7238775.0
,7268041.0
,7297073.0
,7329350.0
,7373304.0
,7412641.0
,7449788.0
,7481020.0
,7508813.0
,7557090.0
,7586892.0
,7622975.0
,7661551.0
,7695565.0
,7724841.0
,7746238.0
,7767690.0
,7790398.0
,7821191.0
,7849642.0
,7875757.0
,7897042.0
,7915236.0
,7932059.0
,7951070.0
,7974692.0
,7996444.0
,8016318.0
,8031803.0
,8044904.0
,8057278.0
,8082457.0
,8099772.0
,8121151.0
,8137179.0
,8148673.0
,8158091.0
,8169020.0
,8180500.0
,8196521.0
,8235599.0
,8247662.0
,8257464.0
,8263485.0
,8272374.0
,8281149.0
,8297171.0
,8310766.0
,8328110.0
,8334471.0
,8339926.0
,8344865.0
,8353865.0
,8366240.0
,8374303.0
,8380411.0
,8385203.0
,8389905.0
,8395221.0
,8400837.0
,8410525.0
,8416891.0
,8422910.0
,8427576.0
,8431559.0
,8438361.0
,8444415.0
,8449001.0
,8454701.0
,8459349.0
,8463364.0
,8466661.0
,8473362.0
,8478405.0
,8486014.0
,8491909.0
,8496820.0
,8500461.0
,8504545.0
,8509222.0
,8514072.0
,8519667.0
,8524668.0
,8535478.0
,8539886.0
,8543840.0
,8549210.0
,8554952.0
,8563938.0
,8569820.0
,8574716.0
,8578831.0
,8581810.0
,8587426.0
,8592797.0
,8597714.0
,8602751.0
,8607576.0
,8611580.0
,8615829.0
,8620072.0
,8643714.0
,8649552.0
,8655429.0
,8661159.0
,8666718.0
,8672291.0
,8678979.0
,8687160.0
,8700445.0
,8716384.0
,8738020.0
,8758450.0
,8772984.0
,8790144.0
,8810294.0
,8844026.0
,8876483.0
,8903566.0
,8936550.0
,8981929.0
,8999010.0
,9037990.0
,9084992.0
,9129305.0
,9170875.0
,9199068.0
,9228154.0
,9262623.0
,9298137.0
,9349033.0
,9404988.0
,9454267.0
,9495352.0
,9518959.0
,9551528.0
,9594158.0
,9643095.0
,9703618.0
,9756168.0
,9796727.0
,9819764.0
,9847278.0
,9905369.0
,9960605.0
,10018246.0
,10066706.0
,10109085.0
,10137782.0
,10169415.0
,10207882.0
,10247765.0
,10294367.0
,10334659.0
,10371635.0
,10389053.0
,10419253.0
,10446204.0
,10481433.0
,10530788.0
,10568210.0
,10609278.0
,10625760.0
,10652684.0
,10678970.0
,10711811.0
,10748571.0
,10776279.0
,10808262.0
,10823608.0
,10852013.0
,10877658.0
,10896112.0
,10927321.0
,10943059.0
,10963617.0
,10978480.0
,10992055.0
,11007188.0
,11026456.0
,11045441.0
,11061535.0
,11073241.0
,11082497.0
,11093964.0
,11104836.0
,11119460.0
,11133987.0
,11147684.0
,11154168.0
,11167659.0
,11177837.0
,11187485.0
,11198139.0
,11207616.0
,11217292.0
,11223886.0
,11230639.0
,11236404.0
,11241607.0
,11248343.0
,11258441.0
,11261308.0
,11268386.0
Europe,
Europe,
Europe,
Europe,
Europe,
Europe,
Europe,
Europe,
Europe,
Europe,
Europe,
Europe,
Europe,
Europe,2.0
Europe,10.0
Europe,12.0
Europe,23.0
Europe,33.0
Europe,38.0
Europe,42.0
Europe,51.0
Europe,55.0
Europe,59.0
Europe,64.0
Europe,70.0
Europe,76.0
Europe,89.0
Europe,104.0
Europe,123.0
Europe,146.0
Europe,174.0
Europe,186.0
Europe,197.0
Europe,212.0
Europe,223.0
Europe,243.0
Europe,259.0
Europe,277.0
Europe,304.0
Europe,333.0
Europe,361.0
Europe,377.0
Europe,383.0
Europe,400.0
Europe,409.0
Europe,416.0
Europe,433.0
Europe,446.0
Europe,467.0
Europe,475.0
Europe,494.0
Europe,518.0
Europe,539.0
Europe,548.0
Europe,562.0
Europe,584.0
Europe,609.0
Europe,634.0
Europe,663.0
Europe,678.0
Europe,712.0
Europe,726.0
Europe,736.0
Europe,750.0
Europe,766.0
Europe,773.0
Europe,782.0
Europe,789.0
Europe,795.0
Europe,803.0
Europe,820.0
Europe,832.0
Europe,842.0
Europe,850.0
Europe,856.0
Europe,868.0
Europe,872.0
Europe,876.0
Europe,880.0
Europe,898.0
Europe,916.0
Europe,933.0
Europe,946.0
Europe,948.0
Europe,949.0
Europe,964.0
Europe,969.0
Europe,981.0
Europe,989.0
Europe,998.0
Europe,1004.0
Europe,1029.0
Europe,1050.0
Europe,1076.0
Europe,1099.0
Europe,1122.0
Europe,1137.0
Europe,1143.0
Europe,1164.0
Europe,1184.0
Europe,1197.0
Europe,1212.0
Europe,1232.0
Europe,1246.0
Europe,1263.0
Europe,1299.0
Europe,1341.0
Europe,1385.0
Europe,1416.0
Europe,1464.0
Europe,1521.0
Europe,1590.0
Europe,1672.0
Europe,1722.0
Europe,1788.0
Europe,1838.0
Europe,1891.0
Europe,1962.0
Europe,1995.0
Europe,2047.0
Europe,2114.0
Europe,2192.0
Europe,2269.0
Europe,2330.0
Europe,2402.0
Europe,2466.0
Europe,2535.0
Europe,2580.0
Europe,2662.0
Europe,2752.0
Europe,2819.0
Europe,2893.0
Europe,2964.0
Europe,3038.0
Europe,3106.0
Europe,3188.0
Europe,3278.0
Europe,3371.0
Europe,3454.0
Europe,3571.0
Europe,3667.0
Europe,3752.0
Europe,3851.0
Europe,3906.0
Europe,4008.0
Europe,4090.0
Europe,4171.0
Europe,4290.0
Europe,4358.0
Europe,4466.0
Europe,4570.0
Europe,4637.0
Europe,4763.0
Europe,4880.0
Europe,4997.0
Europe,5105.0
Europe,5197.0
Europe,5276.0
Europe,5396.0
Europe,5519.0
Europe,5620.0
Europe,5750.0
Europe,5889.0
Europe,6016.0
Europe,6151.0
Europe,6275.0
Europe,6411.0
Europe,6536.0
Europe,6676.0
Europe,6817.0
Europe,6971.0
Europe,7117.0
Europe,7260.0
Europe,7380.0
Europe,7499.0
Europe,7654.0
Europe,7812.0
Europe,7967.0
Europe,8119.0
Europe,8275.0
Europe,8427.0
Europe,8605.0
Europe,8759.0
Europe,8927.0
Europe,9083.0
Europe,9195.0
Europe,9279.0
Europe,9380.0
Europe,9513.0
Europe,9606.0
Europe,9728.0
Europe,9844.0
Europe,9967.0
Europe,10102.0
Europe,10255.0
Europe,10406.0
Europe,10553.0
Europe,10704.0
Europe,10860.0
Europe,11021.0
Europe,11185.0
Europe,11353.0
Europe,11520.0
Europe,11672.0
Europe,11816.0
Europe,11948.0
Europe,12073.0
Europe,12226.0
Europe,12385.0
Europe,12535.0
Europe,12666.0
Europe,12787.0
Europe,12921.0
Europe,13045.0
Europe,13153.0
Europe,13259.0
Europe,13391.0
Europe,13518.0
Europe,13649.0
Europe,13806.0
Europe,13965.0
Europe,14117.0
Europe,14266.0
Europe,14410.0
Europe,14568.0
Europe,14730.0
Europe,14899.0
Europe,15066.0
Europe,15231.0
Europe,15399.0
Europe,15570.0
Europe,15752.0
Europe,15955.0
Europe,16212.0
Europe,16501.0
Europe,16774.0
Europe,17055.0
Europe,17350.0
Europe,17651.0
Europe,17948.0
Europe,18250.0
Europe,18556.0
Europe,18858.0
Europe,19157.0
Europe,19445.0
Europe,19729.0
Europe,20040.0
Europe,20315.0
Europe,20634.0
Europe,20875.0
Europe,21202.0
Europe,21523.0
Europe,21904.0
Europe,22300.0
Europe,22721.0
Europe,23210.0
Europe,23705.0
Europe,24206.0
Europe,24731.0
Europe,25294.0
Europe,25801.0
Europe,26211.0
Europe,26701.0
Europe,27233.0
Europe,27830.0
Europe,28432.0
Europe,29126.0
Europe,29837.0
Europe,30623.0
Europe,31459.0
Europe,32196.0
Europe,32761.0
Europe,33556.0
Europe,34300.0
Europe,34944.0
Europe,35600.0
Europe,36245.0
Europe,36790.0
Europe,37625.0
Europe,38182.0
Europe,39014.0
Europe,39719.0
Europe,40501.0
Europe,41302.0
Europe,42148.0
Europe,42988.0
Europe,43683.0
Europe,44436.0
Europe,45188.0
Europe,46061.0
Europe,46863.0
Europe,47742.0
Europe,48530.0
Europe,49191.0
Europe,50000.0
Europe,50637.0
Europe,51424.0
Europe,52004.0
Europe,52542.0
Europe,53003.0
Europe,53425.0
Europe,53814.0
Europe,54317.0
Europe,54827.0
Europe,55380.0
Europe,55755.0
Europe,56254.0
Europe,56572.0
Europe,57146.0
Europe,57727.0
Europe,58316.0
Europe,58316.0
Europe,58991.0
Europe,59438.0
Europe,59623.0
Europe,60283.0
Europe,61008.0
Europe,61705.0
Europe,62378.0
Europe,63033.0
Europe,63595.0
Europe,63971.0
Europe,64627.0
Europe,65334.0
Europe,65994.0
Europe,66635.0
Europe,67216.0
Europe,67690.0
Europe,67982.0
Europe,68568.0
Europe,69238.0
Europe,69916.0
Europe,70655.0
Europe,71441.0
Europe,72274.0
Europe,72812.0
Europe,73691.0
Europe,74567.0
Europe,75454.0
Europe,76350.0
Europe,77251.0
Europe,78127.0
Europe,78992.0
Europe,79934.0
Europe,80941.0
Europe,81993.0
Europe,83082.0
Europe,84212.0
Europe,85336.0
Europe,86289.0
Europe,87528.0
Europe,88671.0
Europe,89776.0
Europe,90835.0
Europe,91987.0
Europe,93075.0
Europe,93850.0
Europe,94651.0
Europe,95726.0
Europe,96838.0
Europe,97909.0
Europe,99062.0
Europe,100246.0
Europe,101285.0
Europe,102306.0
Europe,103327.0
Europe,104313.0
Europe,105229.0
Europe,106215.0
Europe,107167.0
Europe,107931.0
Europe,108823.0
Europe,109674.0
Europe,110521.0
Europe,111301.0
Europe,112078.0
Europe,112897.0
Europe,113580.0
Europe,114209.0
Europe,114840.0
Europe,115442.0
Europe,116123.0
Europe,116821.0
Europe,117474.0
Europe,118017.0
Europe,118492.0
Europe,118938.0
Europe,119528.0
Europe,120022.0
Europe,120541.0
Europe,121200.0
Europe,121544.0
Europe,121847.0
Europe,122295.0
Europe,122767.0
Europe,123216.0
Europe,123641.0
Europe,124134.0
Europe,124419.0
Europe,124723.0
Europe,125157.0
Europe,125506.0
Europe,125842.0
Europe,126183.0
Europe,126531.0
Europe,126795.0
Europe,126936.0
Europe,127192.0
Europe,127509.0
Europe,127795.0
Europe,128155.0
Europe,128393.0
Europe,128518.0
Europe,128752.0
Europe,128959.0
Europe,129128.0
Europe,129307.0
Europe,129456.0
Europe,129594.0
Europe,129694.0
Europe,129842.0
Europe,129980.0
Europe,130114.0
Europe,130270.0
Europe,130409.0
Europe,130537.0
Europe,130606.0
Europe,130736.0
Europe,130859.0
Europe,130977.0
Europe,131085.0
Europe,131185.0
Europe,131238.0
Europe,131276.0
Europe,131327.0
Europe,131419.0
Europe,131510.0
