date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
04/02/2015 19:53,21.89,27.1,0,548,0.004401023,NO
04/02/2015 19:53,21.89,27.1,0,547.5,0.004401023,NO
04/02/2015 19:54,21.89,27.1,0,553,0.004401023,NO
04/02/2015 19:56,21.84,27.1,0,547.5,0.004387512,NO
04/02/2015 19:58,21.79,27.1,0,540,0.004374038,NO
04/02/2015 19:59,21.79,27.1,0,538,0.004374038,NO
04/02/2015 19:59,21.79,27.1,0,542,0.004374038,NO
04/02/2015 20:00,21.79,27.1,0,542,0.004374038,NO
04/02/2015 20:02,21.79,27.1,0,538,0.004374038,NO
04/02/2015 20:04,21.79,27.1,0,537.5,0.004374038,NO
04/02/2015 20:05,21.79,27.1,0,536,0.004374038,NO
04/02/2015 20:06,21.745,27.1,0,534.5,0.004361943,NO
04/02/2015 20:06,21.7,27.1,0,532.5,0.004349877,NO
04/02/2015 20:08,21.76,27.1,0,530,0.004365971,NO
04/02/2015 20:09,21.745,27.05,0,529.5,0.004353839,NO
04/02/2015 20:10,21.79,27.05,0,531,0.004365912,NO
04/02/2015 20:12,21.745,27,0,531,0.004345735,NO
04/02/2015 20:12,21.745,27,0,529,0.004345735,NO
04/02/2015 20:13,21.745,27,0,528.5,0.004345735,NO
04/02/2015 20:15,21.7,27,0,525,0.004333714,NO
04/02/2015 20:16,21.7,27,0,528.5,0.004333714,NO
04/02/2015 20:17,21.7,27,0,530.5,0.004333714,NO
04/02/2015 20:18,21.7,26.89,0,528,0.004315936,NO
04/02/2015 20:19,21.7,26.89,0,526,0.004315936,NO
04/02/2015 20:19,21.7,26.89,0,530,0.004315936,NO
04/02/2015 20:22,21.7,26.89,0,529,0.004315936,NO
04/02/2015 20:23,21.7,26.89,0,528,0.004315936,NO
04/02/2015 20:23,21.7,26.89,0,526,0.004315936,NO
04/02/2015 20:25,21.7,26.89,0,526,0.004315936,NO
04/02/2015 20:25,21.7,26.79,0,521,0.004299774,NO
04/02/2015 20:26,21.7,26.79,0,518,0.004299774,NO
04/02/2015 20:28,21.7,26.79,0,515.5,0.004299774,NO
04/02/2015 20:29,21.7,26.79,0,520,0.004299774,NO
04/02/2015 20:31,21.7,26.79,0,525.5,0.004299774,NO
04/02/2015 20:31,21.7,26.79,0,525.5,0.004299774,NO
04/02/2015 20:32,21.7,26.79,0,514,0.004299774,NO
04/02/2015 20:34,21.7,26.7,0,518,0.00428523,NO
04/02/2015 20:35,21.7,26.7,0,518,0.00428523,NO
04/02/2015 20:36,21.7,26.7,0,520,0.00428523,NO
04/02/2015 20:37,21.6,26.7,0,521,0.004258922,NO
04/02/2015 20:38,21.6,26.6,0,518,0.004242862,NO
04/02/2015 20:38,21.6,26.65,0,517,0.004250892,NO
04/02/2015 20:39,21.6,26.6,0,511.5,0.004242862,NO
04/02/2015 20:41,21.65,26.65,0,514,0.004264003,NO
04/02/2015 20:42,21.6,26.55,0,515.5,0.004234832,NO
04/02/2015 20:43,21.6,26.5,0,517,0.004226803,NO
04/02/2015 20:44,21.6,26.5,0,515,0.004226803,NO
04/02/2015 20:44,21.6,26.5,0,512,0.004226803,NO
04/02/2015 20:45,21.6,26.5,0,515,0.004226803,NO
04/02/2015 20:47,21.65,26.55,0,511,0.004247894,NO
04/02/2015 20:48,21.6,26.5,0,514,0.004226803,NO
04/02/2015 20:49,21.6,26.445,0,508,0.004217971,NO
04/02/2015 20:51,21.6,26.445,0,508.75,0.004217971,NO
04/02/2015 20:51,21.6,26.445,0,508.5,0.004217971,NO
04/02/2015 20:53,21.6,26.39,0,507,0.004209139,NO
04/02/2015 20:54,21.6,26.39,0,507,0.004209139,NO
04/02/2015 20:55,21.6,26.39,0,503.5,0.004209139,NO
04/02/2015 20:55,21.6,26.39,0,504,0.004209139,NO
04/02/2015 20:57,21.6,26.39,0,504,0.004209139,NO
04/02/2015 20:57,21.575,26.315,0,500.5,0.004190637,NO
04/02/2015 20:58,21.6,26.29,0,500,0.004193082,NO
04/02/2015 21:00,21.6,26.29,0,503.5,0.004193082,NO
04/02/2015 21:01,21.55,26.245,0,503,0.004172982,NO
04/02/2015 21:02,21.55,26.245,0,502.5,0.004172982,NO
04/02/2015 21:03,21.5,26.2,0,502,0.004152962,NO
04/02/2015 21:04,21.5,26.2,0,502.5,0.004152962,NO
04/02/2015 21:06,21.5,26.2,0,497,0.004152962,NO
04/02/2015 21:07,21.5,26.15,0,501.5,0.004144984,NO
04/02/2015 21:08,21.5,26.15,0,504,0.004144984,NO
04/02/2015 21:08,21.5,26.1,0,501,0.004137006,NO
04/02/2015 21:10,21.5,26.1,0,493.75,0.004137006,NO
04/02/2015 21:10,21.5,26.1,0,500,0.004137006,NO
04/02/2015 21:11,21.5,26.1,0,504.5,0.004137006,NO
04/02/2015 21:13,21.5,26.05,0,504,0.004129028,NO
04/02/2015 21:14,21.5,26.1,0,501,0.004137006,NO
04/02/2015 21:15,21.5,26,0,499,0.00412105,NO
04/02/2015 21:16,21.5,26,0,502,0.00412105,NO
04/02/2015 21:16,21.5,26,0,503.5,0.00412105,NO
04/02/2015 21:19,21.5,26,0,493,0.00412105,NO
04/02/2015 21:20,21.5,26,0,492.5,0.00412105,NO
04/02/2015 21:21,21.5,26,0,493,0.00412105,NO
04/02/2015 21:22,21.5,25.89,0,495.5,0.0041035,NO
04/02/2015 21:23,21.5,26,0,490,0.00412105,NO
04/02/2015 21:27,21.5,25.89,0,496,0.0041035,NO
04/02/2015 21:28,21.5,25.89,0,491,0.0041035,NO
04/02/2015 21:29,21.5,25.84,0,490.5,0.004095523,NO
04/02/2015 21:29,21.5,25.84,0,490,0.004095523,NO
04/02/2015 21:30,21.5,25.89,0,491,0.0041035,NO
04/02/2015 21:33,21.5,25.89,0,493.5,0.0041035,NO
04/02/2015 21:35,21.5,25.84,0,490,0.004095523,NO
04/02/2015 21:36,21.5,25.79,0,488,0.004087546,NO
04/02/2015 21:36,21.5,25.79,0,490,0.004087546,NO
04/02/2015 21:38,21.5,25.79,0,487,0.004087546,NO
04/02/2015 21:39,21.445,25.745,0,492.5,0.004066556,NO
04/02/2015 21:40,21.445,25.745,0,493.5,0.004066556,NO
04/02/2015 21:42,21.445,25.745,0,488,0.004066556,NO
04/02/2015 21:42,21.5,25.79,0,487.5,0.004087546,NO
04/02/2015 21:45,21.39,25.7,0,484,0.004045656,NO
04/02/2015 21:46,21.39,25.7,0,489,0.004045656,NO
04/02/2015 21:47,21.445,25.745,0,488,0.004066556,NO
04/02/2015 21:48,21.5,25.79,0,493,0.004087546,NO
04/02/2015 21:49,21.39,25.7,0,491,0.004045656,NO
04/02/2015 21:49,21.445,25.745,0,488,0.004066556,NO
04/02/2015 21:51,21.445,25.745,0,487.25,0.004066556,NO
04/02/2015 21:52,21.39,25.7,0,489,0.004045656,NO
04/02/2015 21:53,21.5,25.79,0,489,0.004087546,NO
04/02/2015 21:53,21.39,25.7,0,486,0.004045656,NO
04/02/2015 21:55,21.39,25.7,0,485,0.004045656,NO
04/02/2015 21:56,21.39,25.7,0,487,0.004045656,NO
04/02/2015 21:58,21.39,25.7,0,492,0.004045656,NO
04/02/2015 22:00,21.39,25.7,0,488,0.004045656,NO
04/02/2015 22:01,21.39,25.7,0,485.5,0.004045656,NO
04/02/2015 22:01,21.39,25.7,0,486,0.004045656,NO
04/02/2015 22:02,21.39,25.7,0,485.5,0.004045656,NO
04/02/2015 22:04,21.39,25.7,0,486,0.004045656,NO
04/02/2015 22:05,21.39,25.7,0,480,0.004045656,NO
04/02/2015 22:06,21.39,25.7,0,481,0.004045656,NO
04/02/2015 22:08,21.39,25.7,0,485.5,0.004045656,NO
04/02/2015 22:08,21.39,25.7,0,485,0.004045656,NO
04/02/2015 22:09,21.39,25.7,0,473,0.004045656,NO
04/02/2015 22:11,21.39,25.7,0,475,0.004045656,NO
04/02/2015 22:12,21.39,25.7,0,486,0.004045656,NO
04/02/2015 22:13,21.39,25.7,0,481.5,0.004045656,NO
04/02/2015 22:14,21.39,25.7,0,483,0.004045656,NO
04/02/2015 22:14,21.39,25.7,0,479,0.004045656,NO
04/02/2015 22:15,21.39,25.7,0,479,0.004045656,NO
04/02/2015 22:17,21.39,25.7,0,479,0.004045656,NO
04/02/2015 22:18,21.34,25.7,0,479,0.004033195,NO
04/02/2015 22:19,21.39,25.7,0,479,0.004045656,NO
04/02/2015 22:20,21.39,25.7,0,477,0.004045656,NO
04/02/2015 22:21,21.39,25.7,0,477.5,0.004045656,NO
04/02/2015 22:21,21.29,25.7,0,477.5,0.004020769,NO
04/02/2015 22:23,21.34,25.7,0,480,0.004033195,NO
04/02/2015 22:24,21.29,25.7,0,480,0.004020769,NO
04/02/2015 22:25,21.34,25.7,0,482,0.004033195,NO
04/02/2015 22:27,21.34,25.7,0,477.5,0.004033195,NO
04/02/2015 22:27,21.29,25.7,0,476,0.004020769,NO
04/02/2015 22:28,21.39,25.7,0,479,0.004045656,NO
04/02/2015 22:30,21.39,25.7,0,471,0.004045656,NO
04/02/2015 22:31,21.29,25.7,0,474,0.004020769,NO
04/02/2015 22:32,21.29,25.7,0,477.5,0.004020769,NO
04/02/2015 22:33,21.34,25.7,0,476,0.004033195,NO
04/02/2015 22:34,21.29,25.7,0,474.25,0.004020769,NO
04/02/2015 22:34,21.39,25.7,0,475,0.004045656,NO
04/02/2015 22:36,21.29,25.7,0,476.5,0.004020769,NO
04/02/2015 22:37,21.34,25.7,0,474.5,0.004033195,NO
04/02/2015 22:38,21.29,25.7,0,478,0.004020769,NO
04/02/2015 22:40,21.29,25.7,0,477,0.004020769,NO
04/02/2015 22:40,21.29,25.7,0,475.5,0.004020769,NO
04/02/2015 22:41,21.29,25.7,0,477.5,0.004020769,NO
04/02/2015 22:43,21.29,25.7,0,477.5,0.004020769,NO
04/02/2015 22:44,21.29,25.7,0,478,0.004020769,NO
04/02/2015 22:45,21.29,25.7,0,473.5,0.004020769,NO
04/02/2015 22:46,21.29,25.7,0,472.5,0.004020769,NO
04/02/2015 22:46,21.29,25.7,0,472,0.004020769,NO
04/02/2015 22:47,21.29,25.7,0,469.5,0.004020769,NO
04/02/2015 22:50,21.29,25.7,0,467,0.004020769,NO
04/02/2015 22:51,21.29,25.7,0,469.5,0.004020769,NO
04/02/2015 22:52,21.2,25.6,0,469,0.003982828,NO
04/02/2015 22:53,21.29,25.7,0,471,0.004020769,NO
04/02/2015 22:53,21.29,25.7,0,469,0.004020769,NO
04/02/2015 22:56,21.245,25.65,0,471.5,0.004001763,NO
04/02/2015 22:58,21.29,25.7,0,475,0.004020769,NO
04/02/2015 22:59,21.2,25.6,0,471,0.003982828,NO
04/02/2015 22:59,21.2,25.6,0,471,0.003982828,NO
04/02/2015 23:00,21.245,25.65,0,471,0.004001763,NO
04/02/2015 23:02,21.245,25.65,0,474.5,0.004001763,NO
04/02/2015 23:03,21.2,25.6,0,475.5,0.003982828,NO
04/02/2015 23:04,21.2,25.6,0,474,0.003982828,NO
04/02/2015 23:05,21.2,25.6,0,469,0.003982828,NO
04/02/2015 23:06,21.2,25.6,0,474,0.003982828,NO
04/02/2015 23:06,21.2,25.6,0,474,0.003982828,NO
04/02/2015 23:08,21.2,25.6,0,468.5,0.003982828,NO
04/02/2015 23:09,21.2,25.6,0,469.5,0.003982828,NO
04/02/2015 23:10,21.2,25.6,0,472.5,0.003982828,NO
04/02/2015 23:10,21.2,25.6,0,467.5,0.003982828,NO
04/02/2015 23:12,21.2,25.6,0,469,0.003982828,NO
04/02/2015 23:12,21.2,25.55,0,466.5,0.003974999,NO
04/02/2015 23:13,21.2,25.5,0,469.5,0.003967171,NO
04/02/2015 23:15,21.2,25.5,0,469,0.003967171,NO
04/02/2015 23:16,21.2,25.5,0,467,0.003967171,NO
04/02/2015 23:18,21.2,25.5,0,467,0.003967171,NO
04/02/2015 23:19,21.2,25.5,0,464.5,0.003967171,NO
04/02/2015 23:19,21.2,25.445,0,466,0.00395856,NO
04/02/2015 23:21,21.2,25.5,0,473,0.003967171,NO
04/02/2015 23:22,21.2,25.39,0,475,0.003949949,NO
04/02/2015 23:23,21.2,25.39,0,471,0.003949949,NO
04/02/2015 23:23,21.2,25.39,0,470,0.003949949,NO
04/02/2015 23:25,21.2,25.39,0,466.25,0.003949949,NO
04/02/2015 23:25,21.2,25.39,0,467,0.003949949,NO
04/02/2015 23:26,21.2,25.39,0,473,0.003949949,NO
04/02/2015 23:28,21.2,25.39,0,468,0.003949949,NO
04/02/2015 23:29,21.2,25.39,0,463,0.003949949,NO
04/02/2015 23:30,21.2,25.39,0,466,0.003949949,NO
04/02/2015 23:31,21.2,25.39,0,467,0.003949949,NO
04/02/2015 23:31,21.2,25.29,0,468,0.003934293,NO
04/02/2015 23:32,21.2,25.39,0,468,0.003949949,NO
04/02/2015 23:34,21.2,25.29,0,468,0.003934293,NO
04/02/2015 23:35,21.2,25.34,0,465.5,0.003942121,NO
04/02/2015 23:36,21.2,25.39,0,464,0.003949949,NO
04/02/2015 23:37,21.2,25.34,0,464.5,0.003942121,NO
04/02/2015 23:38,21.2,25.365,0,465.75,0.003946035,NO
04/02/2015 23:39,21.2,25.39,0,464,0.003949949,NO
04/02/2015 23:41,21.2,25.39,0,467,0.003949949,NO
04/02/2015 23:42,21.15,25.39,0,466.5,0.003937767,NO
04/02/2015 23:43,21.2,25.39,0,465,0.003949949,NO
04/02/2015 23:44,21.2,25.39,0,462,0.003949949,NO
04/02/2015 23:45,21.2,25.29,0,458,0.003934293,NO
04/02/2015 23:47,21.2,25.34,0,462.5,0.003942121,NO
04/02/2015 23:48,21.2,25.29,0,467,0.003934293,NO
04/02/2015 23:49,21.2,25.29,0,466.5,0.003934293,NO
04/02/2015 23:50,21.2,25.29,0,463,0.003934293,NO
04/02/2015 23:51,21.2,25.29,0,465,0.003934293,NO
04/02/2015 23:51,21.2,25.29,0,463.25,0.003934293,NO
04/02/2015 23:53,21.2,25.29,0,460,0.003934293,NO
04/02/2015 23:54,21.2,25.29,0,457,0.003934293,NO
04/02/2015 23:55,21.2,25.29,0,456,0.003934293,NO
04/02/2015 23:55,21.245,25.245,0,454,0.003938177,NO
04/02/2015 23:57,21.23,25.23,0,454,0.003932179,NO
04/02/2015 23:57,21.29,25.29,0,458,0.003956216,NO
04/02/2015 23:58,21.2,25.2,0,456,0.003920204,NO
05/02/2015 00:00,21.245,25.245,0,456.5,0.003938177,NO
05/02/2015 00:01,21.245,25.245,0,458.5,0.003938177,NO
05/02/2015 00:03,21.245,25.245,0,464,0.003938177,NO
05/02/2015 00:04,21.245,25.2,0,465,0.003931113,NO
05/02/2015 00:04,21.29,25.2,0,461,0.003942048,NO
05/02/2015 00:06,21.245,25.2,0,458.5,0.003931113,NO
05/02/2015 00:07,21.29,25.2,0,459,0.003942048,NO
05/02/2015 00:08,21.29,25.2,0,451,0.003942048,NO
05/02/2015 00:08,21.29,25.2,0,456,0.003942048,NO
05/02/2015 00:10,21.29,25.2,0,463,0.003942048,NO
05/02/2015 00:11,21.29,25.2,0,458,0.003942048,NO
05/02/2015 00:13,21.29,25.2,0,450,0.003942048,NO
05/02/2015 00:14,21.29,25.2,0,457,0.003942048,NO
05/02/2015 00:15,21.29,25.2,0,456,0.003942048,NO
05/02/2015 00:16,21.29,25.2,0,456,0.003942048,NO
05/02/2015 00:16,21.29,25.2,0,461,0.003942048,NO
05/02/2015 00:17,21.29,25.2,0,463,0.003942048,NO
05/02/2015 00:19,21.29,25.2,0,460,0.003942048,NO
05/02/2015 00:20,21.29,25.2,0,456,0.003942048,NO
05/02/2015 00:21,21.29,25.2,0,454.5,0.003942048,NO
05/02/2015 00:22,21.29,25.2,0,448.5,0.003942048,NO
05/02/2015 00:23,21.29,25.2,0,453.5,0.003942048,NO
05/02/2015 00:23,21.29,25.2,0,454,0.003942048,NO
05/02/2015 00:24,21.29,25.2,0,454,0.003942048,NO
05/02/2015 00:26,21.29,25.245,0,450.5,0.003949132,NO
05/02/2015 00:27,21.29,25.245,0,453,0.003949132,NO
05/02/2015 00:28,21.2,25.2,0,457,0.003920204,NO
05/02/2015 00:29,21.2,25.2,0,452.5,0.003920204,NO
05/02/2015 00:29,21.2,25.2,0,449,0.003920204,NO
05/02/2015 00:32,21.2,25.2,0,454.5,0.003920204,NO
05/02/2015 00:33,21.2,25.245,0,455.5,0.003927249,NO
05/02/2015 00:34,21.2,25.245,0,453.5,0.003927249,NO
05/02/2015 00:35,21.2,25.29,0,452,0.003934293,NO
05/02/2015 00:36,21.2,25.29,0,451.5,0.003934293,NO
05/02/2015 00:36,21.2,25.29,0,451,0.003934293,NO
05/02/2015 00:40,21.15,25.39,0,453.5,0.003937767,NO
05/02/2015 00:40,21.1,25.39,0,454,0.003925619,NO
05/02/2015 00:42,21.15,25.39,0,452.5,0.003937767,NO
05/02/2015 00:42,21.1,25.39,0,454,0.003925619,NO
05/02/2015 00:43,21.1,25.39,0,457,0.003925619,NO
05/02/2015 00:46,21.1,25.5,0,451,0.003942734,NO
05/02/2015 00:47,21.1,25.5,0,451,0.003942734,NO
05/02/2015 00:48,21.05,25.445,0,449,0.003922035,NO
05/02/2015 00:49,21.1,25.5,0,449,0.003942734,NO
05/02/2015 00:49,21.05,25.445,0,450,0.003922035,NO
05/02/2015 00:51,21.05,25.445,0,449,0.003922035,NO
05/02/2015 00:52,21.1,25.5,0,445,0.003942734,NO
05/02/2015 00:53,21,25.39,0,443,0.003901421,NO
05/02/2015 00:53,21.1,25.5,0,446.5,0.003942734,NO
05/02/2015 00:55,21.1,25.5,0,446,0.003942734,NO
05/02/2015 00:55,21.1,25.5,0,451.5,0.003942734,NO
05/02/2015 00:56,21.1,25.39,0,445,0.003925619,NO
05/02/2015 00:58,21.1,25.39,0,449,0.003925619,NO
05/02/2015 01:00,21.1,25.39,0,452,0.003925619,NO
05/02/2015 01:01,21.1,25.39,0,451,0.003925619,NO
05/02/2015 01:01,21.05,25.34,0,450,0.003905749,NO
05/02/2015 01:02,21.1,25.39,0,450,0.003925619,NO
05/02/2015 01:04,21.1,25.39,0,448,0.003925619,NO
05/02/2015 01:06,21.1,25.39,0,450,0.003925619,NO
05/02/2015 01:07,21.15,25.39,0,446,0.003937767,NO
05/02/2015 01:08,21.1,25.39,0,444,0.003925619,NO
05/02/2015 01:08,21.125,25.39,0,447.5,0.003931689,NO
05/02/2015 01:11,21.1,25.34,0,443.5,0.00391784,NO
05/02/2015 01:12,21.1,25.34,0,444,0.00391784,NO
05/02/2015 01:13,21.15,25.34,0,449,0.003929964,NO
05/02/2015 01:14,21.15,25.29,0,448,0.003922161,NO
05/02/2015 01:15,21.15,25.245,0,449.5,0.003915138,NO
05/02/2015 01:17,21.2,25.245,0,450,0.003927249,NO
05/02/2015 01:18,21.2,25.2,0,447,0.003920204,NO
05/02/2015 01:19,21.2,25.2,0,446,0.003920204,NO
05/02/2015 01:21,21.2,25.2,0,444.5,0.003920204,NO
05/02/2015 01:23,21.2,25.2,0,445,0.003920204,NO
05/02/2015 01:24,21.2,25.2,0,451,0.003920204,NO
05/02/2015 01:25,21.2,25.2,0,450,0.003920204,NO
05/02/2015 01:25,21.2,25.2,0,444,0.003920204,NO
05/02/2015 01:27,21.2,25.2,0,443,0.003920204,NO
05/02/2015 01:27,21.2,25.1,0,438.5,0.00390455,NO
05/02/2015 01:28,21.2,25.1,0,441,0.00390455,NO
05/02/2015 01:30,21.2,25.1,0,444,0.00390455,NO
05/02/2015 01:31,21.2,25.15,0,441.5,0.003912377,NO
05/02/2015 01:32,21.2,25.1,0,441,0.00390455,NO
05/02/2015 01:33,21.2,25.1,0,439.5,0.00390455,NO
05/02/2015 01:34,21.2,25.1,0,441,0.00390455,NO
05/02/2015 01:34,21.2,25.1,0,442,0.00390455,NO
05/02/2015 01:36,21.2,25.1,0,441,0.00390455,NO
05/02/2015 01:37,21.2,25.1,0,436,0.00390455,NO
05/02/2015 01:38,21.2,25.1,0,442.5,0.00390455,NO
05/02/2015 01:38,21.2,25.1,0,446,0.00390455,NO
05/02/2015 01:40,21.2,25.1,0,443,0.00390455,NO
05/02/2015 01:40,21.2,25.1,0,437.5,0.00390455,NO
05/02/2015 01:41,21.2,25.1,0,440.5,0.00390455,NO
05/02/2015 01:43,21.2,25.05,0,439.5,0.003896723,NO
05/02/2015 01:44,21.2,25,0,443,0.003888897,NO
05/02/2015 01:45,21.2,25,0,443,0.003888897,NO
05/02/2015 01:46,21.2,25,0,438.5,0.003888897,NO
05/02/2015 01:46,21.2,25,0,438,0.003888897,NO
05/02/2015 01:49,21.2,25,0,448,0.003888897,NO
05/02/2015 01:50,21.2,25.1,0,447.5,0.00390455,NO
05/02/2015 01:51,21.125,25.1,0,445.75,0.003886501,NO
05/02/2015 01:52,21.1,25,0,439,0.003864945,NO
05/02/2015 01:53,21.1,25.1,0,440,0.003880502,NO
05/02/2015 01:53,21.1,25.1,0,441.5,0.003880502,NO
05/02/2015 01:56,21.1,25,0,439,0.003864945,NO
05/02/2015 01:57,21.1,25.1,0,437.5,0.003880502,NO
05/02/2015 01:58,21.05,25.05,0,437.5,0.003860772,NO
05/02/2015 01:59,21.1,25.1,0,443,0.003880502,NO
